age,income_annual,monthly_expenses,cash_savings,total_assets,total_debt,risk_tolerance,knowledge_level,goal_years,target_amount,label
51,135556.09,4261.35,0.0,114375.2,8884.56,moderate,advanced,14,1361360.79,capital_preservation
30,18831.83,665.4,3623.72,130106.74,38857.03,low,beginner,17,10000.0,income_focus
52,142904.55,9671.29,0.0,45197.26,113582.88,moderate,beginner,7,67565.98,capital_preservation
19,168287.57,7527.44,40742.73,346045.08,121570.94,moderate,beginner,8,494196.57,income_focus
44,112387.3,6133.88,54180.78,298761.53,60511.27,low,advanced,9,1869140.88,income_focus
18,69631.14,3773.04,3479.11,12760.2,29941.3,moderate,beginner,28,1483270.33,capital_preservation
50,41729.32,2677.2,483.65,207812.76,0.0,moderate,intermediate,13,1081972.11,capital_preservation
42,126781.44,6235.7,34446.38,312884.32,0.0,low,intermediate,18,183311.44,income_focus
24,70670.99,4349.96,13015.76,219586.28,49016.71,low,beginner,16,1604078.04,capital_preservation
28,72289.27,4340.45,2363.58,115002.57,0.0,low,advanced,2,24624.55,capital_preservation
64,110229.28,6352.6,60089.52,255924.99,70679.15,low,beginner,26,2022297.61,income_focus
32,108955.66,6413.11,78413.46,123544.85,86088.27,moderate,intermediate,18,1410768.72,balanced_long_term
53,62066.27,1753.05,34099.84,111785.74,4837.33,high,beginner,6,727576.11,income_focus
58,110242.42,5625.54,4935.86,54787.11,1043.39,moderate,beginner,3,10000.0,capital_preservation
45,82261.26,6512.35,21100.72,56522.48,75832.97,moderate,beginner,27,1542025.63,capital_preservation
67,46838.8,2834.65,4940.38,0.0,70171.45,moderate,beginner,9,2142376.76,capital_preservation
68,54326.07,4219.31,6707.16,0.0,20566.71,moderate,intermediate,10,404937.76,capital_preservation
31,120143.71,3548.44,52540.3,302426.33,2798.78,low,intermediate,7,736279.97,income_focus
56,93928.39,6167.93,46289.37,204317.68,48196.6,low,beginner,7,10000.0,income_focus
19,37693.63,2984.08,24208.47,0.0,73287.05,moderate,advanced,12,467173.93,capital_preservation
62,24697.56,550.0,0.0,86036.45,0.0,low,intermediate,19,837490.11,capital_preservation
57,12000.0,950.0,4041.94,0.0,2045.92,low,intermediate,23,810957.08,income_focus
61,160416.17,7500.62,88663.16,81315.81,15978.06,low,beginner,11,239598.04,income_focus
45,154161.13,6273.27,12859.22,254820.16,23798.89,high,intermediate,28,1009841.03,capital_preservation
18,120145.97,5446.83,58546.35,249878.48,544.2,high,beginner,24,915124.1,income_focus
60,98996.94,5321.2,24823.21,0.0,74725.48,low,beginner,6,1387871.24,capital_preservation
46,93515.48,4129.24,26293.5,98298.57,41252.67,low,beginner,29,681673.99,income_focus
25,68492.28,3247.31,0.0,138715.56,59651.09,low,beginner,18,1212385.24,capital_preservation
24,101238.92,3671.62,53753.74,307947.19,29335.05,low,intermediate,16,2781874.18,income_focus
47,73868.81,2835.65,0.0,215045.65,43707.64,low,intermediate,27,1479891.8,capital_preservation
30,167160.53,7292.0,5400.09,301736.8,48333.17,moderate,beginner,1,221966.52,capital_preservation
51,122095.95,5851.23,70136.26,290796.84,52953.83,low,beginner,3,10000.0,income_focus
24,36842.68,1736.77,14163.21,0.0,0.0,low,beginner,15,1412241.53,income_focus
57,63613.94,2026.74,51450.94,0.0,51919.06,low,advanced,21,2002097.19,capital_preservation
34,110725.9,5272.66,34149.01,174394.38,56894.49,moderate,intermediate,22,467306.2,balanced_long_term
53,191092.03,10063.02,67375.11,212068.47,0.0,moderate,intermediate,25,1026757.23,balanced_long_term
45,98230.62,5232.43,14266.75,57537.52,86420.68,low,intermediate,16,1153687.15,capital_preservation
62,64822.53,4208.05,33208.65,283696.33,87279.6,low,advanced,13,1042178.32,income_focus
43,27897.17,2208.53,12446.8,0.0,45746.03,high,beginner,13,844884.23,capital_preservation
46,84167.71,5848.16,8390.26,67445.81,76531.71,moderate,beginner,29,1559630.81,capital_preservation
56,33935.31,2626.85,30220.87,0.0,14011.79,high,intermediate,18,10000.0,growth_aggressive
33,143211.02,6955.79,26607.99,221365.06,14229.84,moderate,beginner,24,10000.0,income_focus
37,130396.44,7031.35,35616.45,372786.62,50853.7,low,beginner,18,807692.37,income_focus
30,15727.5,1245.09,5650.95,185161.49,0.0,low,intermediate,15,10000.0,income_focus
18,129188.32,6245.64,49800.75,100322.77,0.0,high,beginner,28,800609.72,income_focus
29,74375.41,5435.4,0.0,194160.58,0.0,moderate,intermediate,5,609975.22,capital_preservation
59,60745.98,2506.23,16011.91,72775.1,0.0,moderate,beginner,17,1669517.4,income_focus
26,64491.21,3007.47,0.0,244582.37,64839.25,low,beginner,23,1310604.42,capital_preservation
64,89321.29,3028.22,47879.56,208736.04,0.0,moderate,intermediate,13,779088.37,balanced_long_term
23,30778.93,500.0,38010.79,0.0,35232.63,high,beginner,1,10213.09,capital_preservation
32,134641.37,9418.34,43465.42,246161.5,34497.75,low,beginner,5,860220.57,income_focus
68,12000.0,500.0,0.0,27091.13,0.0,moderate,beginner,26,153784.05,capital_preservation
21,97144.34,4058.45,21208.67,0.0,63156.55,moderate,intermediate,29,1810119.42,capital_preservation
65,58756.97,3754.16,17144.02,162207.96,37161.37,moderate,beginner,14,1048362.38,income_focus
47,110857.4,3648.17,0.0,228497.35,0.0,moderate,intermediate,7,1470524.42,capital_preservation
47,78440.15,2721.63,15204.98,485445.78,61370.6,high,beginner,3,10000.0,income_focus
25,60084.53,2564.07,0.0,137314.53,32480.87,high,beginner,19,472722.83,capital_preservation
47,107523.41,5418.89,39615.34,250827.18,111998.69,moderate,advanced,21,1581012.07,balanced_long_term
32,104109.57,5201.12,34607.31,470319.06,74411.18,moderate,beginner,15,1254499.47,income_focus
39,12000.0,950.0,0.0,121890.95,0.0,moderate,beginner,14,1070192.87,capital_preservation
55,120227.53,5571.58,92304.63,114179.35,63159.98,moderate,beginner,17,952082.36,income_focus
52,12000.0,500.0,19916.19,148489.08,6702.83,low,advanced,2,444825.42,income_focus
33,77535.77,3204.63,13132.18,160679.54,37557.58,low,intermediate,22,2188548.51,income_focus
61,93238.19,5312.24,46888.89,183960.68,329.88,moderate,beginner,20,96437.5,income_focus
60,129481.08,5055.47,32024.38,124547.32,62736.36,moderate,intermediate,27,1222863.34,balanced_long_term
30,22321.41,1767.11,1057.38,0.0,0.0,moderate,beginner,2,1029278.71,capital_preservation
32,58585.83,1013.96,17213.69,54672.36,0.0,low,advanced,28,339208.75,income_focus
28,108865.48,5171.53,0.0,90591.13,24519.73,moderate,intermediate,26,10000.0,capital_preservation
35,37001.33,500.0,0.0,174052.23,49160.65,low,beginner,18,862680.1,capital_preservation
28,80756.39,5032.86,27646.48,219824.32,0.0,low,intermediate,8,1705218.19,income_focus
30,99745.19,4767.6,28187.52,152994.03,13726.41,high,advanced,15,631562.92,growth_aggressive
51,55241.93,2324.09,0.0,147340.53,16879.67,low,advanced,29,777796.99,capital_preservation
39,163599.24,8140.16,37793.03,96657.09,51099.84,low,intermediate,13,988742.68,income_focus
64,185446.79,7253.96,43628.57,337945.95,102629.9,low,advanced,15,1782535.61,income_focus
23,119527.36,4866.42,66872.68,195411.87,16577.82,high,advanced,16,1223223.26,growth_aggressive
26,116927.1,3862.42,95735.68,256307.31,100977.77,low,beginner,24,1056252.62,income_focus
23,171397.71,9339.48,21750.37,486928.7,8563.87,low,beginner,26,1861201.19,capital_preservation
67,55685.86,3554.62,27180.44,31782.37,32526.16,moderate,intermediate,10,666633.75,balanced_long_term
24,73182.34,4102.75,0.0,53052.15,0.0,low,beginner,16,1358289.01,capital_preservation
25,119412.79,4278.0,34924.93,179158.38,6435.66,moderate,beginner,21,1301664.84,income_focus
20,55409.4,2726.88,0.0,3981.62,34277.27,high,beginner,17,10000.0,capital_preservation
22,45375.21,2762.29,42225.22,111881.32,0.0,moderate,beginner,28,674746.48,income_focus
67,66951.35,1662.71,0.0,255378.24,89282.69,moderate,intermediate,13,1033477.13,capital_preservation
49,122890.03,5197.88,57663.45,150693.3,67886.37,moderate,beginner,19,99883.1,income_focus
32,121286.17,5743.48,20617.78,218791.82,0.0,low,intermediate,9,935697.32,income_focus
51,150728.88,4768.42,0.0,0.0,61482.68,high,beginner,1,1363515.2,capital_preservation
44,74307.79,4225.83,16951.98,72632.77,4741.8,moderate,intermediate,25,1025613.27,balanced_long_term
30,70557.8,3348.41,18651.67,62764.28,66944.55,moderate,intermediate,9,1390201.73,capital_preservation
34,67122.99,4140.6,527.88,18418.42,37839.7,moderate,intermediate,13,2224004.06,capital_preservation
57,12000.0,628.37,17350.45,146064.2,57287.43,moderate,beginner,10,1279412.12,income_focus
61,12000.0,950.0,0.0,272376.21,0.0,moderate,beginner,24,1661464.16,capital_preservation
57,93137.91,7241.42,54877.0,24827.79,22123.94,high,beginner,2,737089.31,income_focus
24,46417.79,500.0,27141.14,185982.89,23237.0,low,advanced,6,1802328.48,income_focus
28,156444.32,5656.97,24962.73,225858.45,86394.57,moderate,advanced,7,10000.0,balanced_long_term
38,55194.39,1104.9,12933.95,154872.34,0.0,low,beginner,9,2822212.68,income_focus
61,44832.26,886.82,9922.06,210037.63,0.0,moderate,beginner,2,1432931.2,income_focus
51,212311.96,10127.21,65520.44,413808.01,3222.65,moderate,beginner,2,2112355.47,income_focus
45,76133.91,2937.01,26238.1,309708.86,9642.42,high,beginner,13,1725740.57,income_focus
38,76449.47,4546.18,18916.06,0.0,19728.06,high,advanced,20,720354.68,capital_preservation
30,69297.53,2305.26,9725.52,163211.07,0.0,high,advanced,20,1020985.15,growth_aggressive
58,99716.49,4535.17,10151.47,53855.15,48755.38,low,intermediate,5,1241333.75,capital_preservation
20,86923.14,2638.8,65547.85,0.0,89667.1,moderate,advanced,8,1229838.54,capital_preservation
31,59840.74,2231.77,0.0,61851.82,22216.82,high,advanced,15,345475.1,capital_preservation
26,83300.35,5049.98,0.0,33273.51,65236.25,moderate,intermediate,26,987998.74,capital_preservation
53,101830.83,3837.38,53850.2,148066.81,61766.74,moderate,beginner,12,10000.0,income_focus
27,68545.05,1919.36,2727.34,6137.7,93023.42,high,beginner,7,607982.99,capital_preservation
47,100775.07,4593.2,0.0,217682.5,34606.54,high,advanced,27,1140956.53,capital_preservation
18,81026.55,3381.76,0.0,0.0,25232.0,moderate,intermediate,4,56723.8,capital_preservation
49,111497.38,5135.9,36039.23,200561.01,2907.42,moderate,beginner,26,799086.1,income_focus
59,12000.0,500.0,18021.87,0.0,0.0,moderate,beginner,12,318206.06,income_focus
62,120525.83,4797.39,34755.56,171666.99,11903.95,moderate,advanced,3,840385.08,balanced_short_term
20,95340.32,6280.27,49124.32,378887.57,66614.91,low,beginner,20,1295762.25,income_focus
26,38100.55,1180.05,0.0,0.0,0.0,moderate,beginner,5,1241021.0,capital_preservation
42,102089.02,4683.89,37423.95,0.0,16145.75,high,beginner,23,689214.42,income_focus
19,119456.01,6681.38,30682.6,0.0,43091.12,high,beginner,17,437494.25,capital_preservation
34,56342.02,500.0,40314.86,0.0,23365.75,high,beginner,23,1385472.03,income_focus
56,107667.77,4299.44,0.0,239614.31,28654.31,low,beginner,10,413067.13,capital_preservation
21,98743.34,3706.46,22822.14,329612.86,23846.28,moderate,beginner,21,2768326.19,income_focus
44,79642.52,3512.76,43912.87,318758.85,18131.48,moderate,intermediate,13,926362.38,balanced_long_term
32,26628.25,596.97,34732.25,89536.31,14710.54,low,intermediate,18,120727.81,income_focus
43,89214.83,6421.75,14862.96,196694.99,45318.21,low,beginner,22,345170.52,capital_preservation
31,14589.06,500.0,0.0,237664.82,0.0,high,beginner,15,1939590.37,capital_preservation
25,108745.3,5385.27,4639.83,14606.8,46396.84,high,beginner,6,1942716.97,capital_preservation
23,69479.09,5500.43,27452.87,27761.94,46772.73,moderate,beginner,27,1716955.54,capital_preservation
49,77106.7,5133.59,57778.3,139169.08,116353.4,low,beginner,28,23763.44,income_focus
67,61360.52,2213.09,29815.41,14782.93,3732.8,low,beginner,23,1822067.57,income_focus
52,154174.05,6216.97,0.0,186940.06,33575.05,moderate,advanced,25,780294.59,capital_preservation
40,97141.13,4332.46,39710.61,158928.6,27384.01,moderate,beginner,21,1137544.47,income_focus
46,134507.53,6285.1,81377.03,223120.8,64298.67,low,beginner,7,1408952.17,income_focus
41,113042.14,5127.56,6329.11,98741.71,50469.91,high,intermediate,26,1532607.27,capital_preservation
20,109769.8,5607.02,8765.03,233352.98,0.0,high,intermediate,7,1966909.02,capital_preservation
19,141557.28,7970.43,86349.72,0.0,61138.59,low,advanced,6,1017494.21,capital_preservation
32,53256.08,4216.11,11107.38,40129.15,0.0,moderate,intermediate,6,2088309.87,capital_preservation
69,75640.68,1076.21,211.25,131509.99,29736.01,moderate,beginner,17,307412.86,capital_preservation
30,119188.8,6319.86,23141.55,150204.94,33675.31,low,intermediate,28,1116470.73,income_focus
43,126376.11,7318.85,34041.78,187221.15,85081.92,moderate,beginner,14,1035502.14,income_focus
28,77222.29,3711.29,97806.28,75059.17,71798.64,moderate,beginner,6,10000.0,income_focus
50,25095.07,1438.01,0.0,0.0,4144.75,low,intermediate,11,1173118.21,capital_preservation
60,100808.53,5160.68,14572.99,122023.74,63041.75,moderate,beginner,21,1815970.53,capital_preservation
42,30398.42,2406.54,0.0,70937.23,2163.57,moderate,beginner,3,156796.16,capital_preservation
53,68653.37,4462.69,17999.55,0.0,55301.3,moderate,intermediate,3,343280.45,capital_preservation
45,59278.31,3709.16,16456.33,0.0,23962.78,moderate,beginner,20,660756.38,capital_preservation
62,142543.85,7384.03,16615.92,385772.63,31478.12,moderate,beginner,24,1366303.42,capital_preservation
58,98703.9,4910.59,0.0,107474.97,63196.67,low,intermediate,9,1598553.24,capital_preservation
62,12000.0,500.0,56939.37,0.0,0.0,low,beginner,20,646041.76,income_focus
51,89241.88,2458.18,7769.24,247797.44,18293.93,high,intermediate,21,1905284.79,growth_aggressive
39,13865.52,1097.69,0.0,0.0,42551.99,moderate,beginner,27,10000.0,capital_preservation
45,38698.82,3024.31,8278.31,150161.89,30157.47,moderate,beginner,18,419530.29,capital_preservation
58,12000.0,500.0,0.0,0.0,0.0,moderate,intermediate,15,2047652.86,capital_preservation
65,91225.42,5240.16,31835.67,197852.47,13239.62,low,beginner,22,1306722.85,income_focus
42,108147.21,3743.0,3888.34,17034.34,0.0,moderate,advanced,21,465859.28,capital_preservation
68,68112.53,2801.01,13912.62,150701.19,8586.53,moderate,beginner,13,527226.36,income_focus
60,26296.11,1899.03,0.0,323096.3,31019.29,low,advanced,11,882921.2,capital_preservation
52,118870.04,5874.36,44930.1,176052.73,79513.19,high,intermediate,20,1060100.47,growth_aggressive
49,107752.08,5374.56,40702.88,189578.45,19832.21,moderate,beginner,24,10000.0,income_focus
62,123274.96,4325.23,1167.88,207022.77,37003.26,low,advanced,22,1308950.54,capital_preservation
26,138942.8,5767.23,45349.5,112677.66,125043.98,moderate,beginner,24,1628040.7,capital_preservation
39,188161.0,9739.02,12530.3,328464.2,91978.45,high,beginner,27,803532.95,capital_preservation
23,59527.53,1584.46,0.0,4269.44,0.0,low,beginner,24,1806975.15,capital_preservation
37,88963.92,3962.03,15000.29,0.0,0.0,moderate,advanced,23,1461951.6,balanced_long_term
65,141812.58,4900.57,28204.0,155093.68,16629.96,high,beginner,8,1347038.65,income_focus
48,65341.73,1549.89,0.0,3065.31,26939.78,high,advanced,25,129313.44,capital_preservation
45,173240.58,8181.36,17118.02,589525.99,101399.35,low,beginner,23,1562482.97,capital_preservation
33,39698.72,3059.55,30444.95,49229.87,0.0,moderate,intermediate,5,993635.91,balanced_short_term
59,33872.31,2681.56,43845.89,186916.44,22995.38,high,beginner,6,1319241.42,income_focus
31,113668.37,7454.3,13748.65,200541.95,0.0,low,intermediate,12,1074015.48,capital_preservation
41,52968.1,500.0,12608.08,32985.26,23265.35,moderate,advanced,26,2241513.88,balanced_long_term
34,115053.41,4015.61,16799.94,151168.39,68889.16,low,intermediate,25,967163.0,income_focus
32,126763.59,6520.77,28421.8,266409.34,0.0,low,advanced,26,10000.0,income_focus
41,63844.42,500.0,7709.73,146276.85,0.0,high,intermediate,22,10000.0,growth_aggressive
47,128403.61,5281.49,58964.39,185773.31,0.0,moderate,advanced,22,10000.0,balanced_long_term
56,42781.95,500.0,22584.55,0.0,35553.46,low,beginner,24,10000.0,capital_preservation
57,123419.35,4933.22,21309.15,32923.31,33060.52,moderate,intermediate,18,241251.23,balanced_long_term
29,124007.74,4220.45,90786.92,215330.65,54597.18,high,beginner,13,327346.42,income_focus
48,12000.0,950.0,7648.87,55253.49,26340.84,high,beginner,11,10000.0,income_focus
38,119910.33,4328.16,103270.14,8451.95,64385.11,moderate,advanced,23,768468.15,balanced_long_term
28,124881.21,4720.37,52236.66,25701.84,14218.88,moderate,beginner,17,10000.0,income_focus
41,183581.66,6097.58,77903.82,328966.01,64519.75,high,beginner,6,10000.0,income_focus
64,48930.07,1935.61,46940.68,0.0,0.0,high,beginner,8,1427870.76,income_focus
25,92451.15,4643.34,6822.72,0.0,97256.35,moderate,beginner,29,362476.87,capital_preservation
26,14585.53,500.0,0.0,89865.48,0.0,moderate,intermediate,6,805157.23,capital_preservation
26,24604.77,572.68,5651.89,136948.86,66175.55,moderate,beginner,14,219384.9,income_focus
18,106832.04,5575.04,32754.68,84442.67,33465.11,low,intermediate,9,628049.77,income_focus
65,58540.47,2956.4,0.0,0.0,53096.36,low,beginner,7,438329.02,capital_preservation
45,97921.44,3902.73,36904.31,99623.01,45053.57,high,intermediate,5,1216618.5,balanced_short_term
37,50233.67,500.0,11561.9,127898.54,41156.55,moderate,advanced,28,728657.85,balanced_long_term
60,91476.51,3230.37,58556.3,220010.34,0.0,high,advanced,27,3021285.49,growth_aggressive
27,199504.27,8810.95,29202.55,454090.61,58333.9,low,beginner,14,1277185.46,income_focus
63,156625.42,6343.41,29901.86,223352.71,52471.99,moderate,beginner,26,872278.64,income_focus
21,37489.05,1663.18,28189.11,0.0,0.0,low,intermediate,19,189589.86,income_focus
63,147795.35,6006.47,55546.52,107996.88,42336.26,moderate,advanced,2,279894.74,balanced_short_term
24,107433.66,2432.58,68779.54,137310.09,0.0,moderate,advanced,25,2052406.44,balanced_long_term
27,68619.83,3840.38,36585.05,121574.0,0.0,moderate,beginner,13,537229.25,income_focus
67,114340.99,6047.71,16084.34,26112.38,62176.43,moderate,intermediate,29,2204175.64,capital_preservation
60,36133.66,2860.58,37653.21,34841.95,62248.0,low,intermediate,29,1754151.34,capital_preservation
33,36433.5,2285.81,0.0,121963.01,1826.33,moderate,beginner,8,1781593.62,capital_preservation
29,74729.87,2339.41,43009.74,0.0,21504.94,moderate,beginner,8,1488855.69,income_focus
49,20611.86,1631.77,0.0,24763.09,109054.38,moderate,beginner,9,786894.99,capital_preservation
54,56055.93,3595.37,12894.36,0.0,8299.86,low,beginner,10,657520.67,income_focus
64,40397.31,2543.65,0.0,33216.69,0.0,high,beginner,4,1222966.84,capital_preservation
36,117601.92,6227.03,49854.27,133452.1,29656.34,low,intermediate,21,10000.0,income_focus
24,138429.8,6009.0,0.0,82756.82,0.0,moderate,beginner,12,1314839.53,capital_preservation
27,67108.22,4306.67,3373.41,79925.68,22099.38,moderate,beginner,19,1250618.3,capital_preservation
35,48038.61,2872.21,20709.61,8116.83,1787.5,moderate,beginner,24,280973.09,income_focus
37,117185.21,4989.86,16631.98,199825.75,41088.29,low,advanced,25,1385832.42,income_focus
64,128205.75,6620.31,42841.8,1397.5,109097.5,high,beginner,22,2179623.89,capital_preservation
57,12000.0,500.0,0.0,0.0,49298.63,moderate,advanced,21,839573.4,capital_preservation
51,78036.67,1804.21,9572.96,202220.19,48487.5,low,beginner,10,2173162.14,income_focus
62,45077.86,2127.95,47015.77,0.0,29727.17,moderate,intermediate,9,903753.83,balanced_long_term
35,88495.29,3281.5,17635.33,41900.27,85199.93,moderate,beginner,17,611253.91,capital_preservation
26,76031.71,2615.56,0.0,280939.44,4927.4,moderate,beginner,27,1612918.25,capital_preservation
63,81717.67,2124.56,0.0,22815.7,69471.03,moderate,intermediate,20,2199372.61,capital_preservation
50,52863.79,1847.7,25888.7,36202.51,73280.6,high,advanced,19,597421.39,capital_preservation
21,106430.01,5675.61,0.0,0.0,40711.09,moderate,beginner,3,1339522.47,capital_preservation
65,46847.39,2155.21,0.0,17320.54,10624.27,moderate,beginner,18,902240.75,capital_preservation
40,98869.02,5444.92,0.0,83253.22,42928.17,high,beginner,13,1710938.62,capital_preservation
20,111382.72,6971.75,16986.49,344652.23,24875.15,high,intermediate,12,646587.79,capital_preservation
32,53904.17,1495.52,27935.86,281317.62,30787.86,moderate,beginner,6,479042.82,income_focus
18,104156.56,6112.57,16133.34,77201.32,127588.5,high,intermediate,22,74796.24,capital_preservation
39,136950.61,7162.88,56838.74,171796.53,7059.41,moderate,beginner,26,634873.8,income_focus
41,90367.52,4009.55,20007.01,0.0,0.0,high,intermediate,11,655121.7,growth_aggressive
27,107450.44,2543.53,37662.24,0.0,35537.89,low,beginner,8,918719.67,capital_preservation
31,14706.47,500.0,0.0,0.0,0.0,low,advanced,10,1297950.13,capital_preservation
33,58463.78,2929.62,0.0,300042.81,0.0,moderate,beginner,15,10000.0,capital_preservation
31,51203.02,1826.55,14924.18,0.0,45842.02,low,intermediate,25,735077.71,capital_preservation
19,116789.86,6790.55,61769.69,224634.44,0.0,moderate,beginner,29,609718.19,income_focus
25,146162.87,6666.74,17062.84,281508.47,32168.33,moderate,advanced,25,234294.67,capital_preservation
65,111267.67,6586.24,18768.51,154997.17,57604.4,moderate,intermediate,28,1324550.91,capital_preservation
60,72742.25,5030.31,3278.18,144785.16,21167.76,moderate,beginner,16,1349077.83,capital_preservation
42,144200.71,6362.91,83272.11,354048.05,43754.16,moderate,intermediate,18,1320751.48,balanced_long_term
34,59789.58,2583.06,0.0,16348.46,41241.15,moderate,intermediate,11,10000.0,capital_preservation
25,46503.28,3159.52,0.0,176739.38,0.0,moderate,beginner,5,1141726.41,capital_preservation
36,119246.18,5757.28,33125.1,184579.18,0.0,moderate,advanced,27,1724017.16,balanced_long_term
45,80291.9,4760.92,7120.77,63976.87,27407.59,moderate,beginner,13,1324199.18,capital_preservation
44,128115.34,4737.7,34889.81,374462.16,16572.01,moderate,intermediate,6,10000.0,balanced_long_term
33,73281.25,2692.29,40340.95,150804.75,0.0,high,beginner,29,739702.41,income_focus
60,100930.68,5772.94,49686.54,526729.49,50629.35,low,beginner,15,676601.97,income_focus
42,66821.21,5290.01,9687.05,263312.73,65314.86,high,beginner,11,1351448.96,capital_preservation
42,109317.0,5114.33,0.0,181794.92,36909.41,moderate,beginner,3,2256812.61,capital_preservation
45,130953.05,5510.73,16336.1,290331.23,32736.48,moderate,intermediate,15,1056661.21,capital_preservation
49,134252.35,5500.12,77232.34,246015.5,49616.75,moderate,intermediate,28,1234094.87,balanced_long_term
39,88279.52,5807.01,23209.7,0.0,100053.75,moderate,beginner,13,306527.56,capital_preservation
22,105417.15,1100.46,0.0,169031.69,91548.38,high,intermediate,28,1437977.78,capital_preservation
55,95255.11,5830.39,4756.96,188808.94,111332.73,low,beginner,12,1572053.79,capital_preservation
45,12000.0,950.0,0.0,117891.92,0.0,low,intermediate,12,354834.03,capital_preservation
57,90349.67,3754.34,64448.15,126517.02,0.0,moderate,beginner,22,2268248.54,income_focus
36,61100.62,1869.2,15768.67,45558.94,14474.38,low,beginner,2,1449898.75,income_focus
42,58853.96,3141.36,39314.6,134417.28,0.0,low,advanced,7,1107863.83,income_focus
21,37625.26,1163.82,33271.79,59149.19,0.0,moderate,intermediate,5,787112.98,balanced_short_term
64,90888.26,3587.41,0.0,118289.86,0.0,high,intermediate,22,413312.67,capital_preservation
55,62238.73,2424.04,12441.26,12952.52,46779.54,low,beginner,18,1625780.99,capital_preservation
53,13560.52,500.0,0.0,0.0,65007.55,low,intermediate,17,420243.32,capital_preservation
33,134025.13,5608.55,38890.68,261231.01,65253.44,high,intermediate,10,1473552.96,growth_aggressive
38,70988.82,1457.77,22523.81,120845.17,5852.27,moderate,intermediate,28,375541.94,balanced_long_term
48,60501.34,2664.83,31827.23,0.0,28569.36,high,beginner,28,2625158.99,capital_preservation
45,141620.18,7149.4,78878.56,0.0,62799.29,high,advanced,15,1494587.69,capital_preservation
50,149135.2,6849.91,31465.61,143363.95,56052.97,high,beginner,27,387399.34,income_focus
62,107604.74,4718.83,32540.06,308311.62,34416.61,low,beginner,8,1581444.2,income_focus
40,150999.41,6092.06,0.0,271108.22,130403.14,moderate,beginner,1,613244.39,capital_preservation
59,92474.52,5128.85,181.6,91579.25,87840.95,low,beginner,29,624978.09,capital_preservation
59,110531.38,4652.26,13217.83,0.0,108877.09,high,intermediate,21,1495054.32,capital_preservation
67,95372.8,3098.74,35710.68,373782.36,32831.6,moderate,intermediate,26,509529.25,balanced_long_term
29,70135.09,2637.36,0.0,204862.3,85519.68,moderate,beginner,16,3083681.32,capital_preservation
19,89853.86,3892.46,26191.08,254503.1,44386.27,low,beginner,3,836686.26,income_focus
40,45186.04,2651.61,0.0,155856.32,0.0,moderate,beginner,23,1012169.24,capital_preservation
64,45903.61,2546.8,0.0,18699.02,44173.34,high,beginner,5,10000.0,capital_preservation
65,12000.0,500.0,0.0,88680.18,0.0,high,advanced,16,1182642.06,capital_preservation
39,136582.24,6551.1,0.0,0.0,43051.06,moderate,intermediate,21,1176100.89,capital_preservation
23,123257.71,5092.29,56642.13,14530.27,72105.73,low,advanced,27,2252689.99,capital_preservation
62,137235.5,6292.87,0.0,354530.23,52765.55,high,beginner,3,1456271.27,capital_preservation
50,53736.75,3156.5,13561.56,126779.96,30501.45,moderate,beginner,7,1105186.94,income_focus
33,97787.72,2988.12,34511.05,293422.65,18130.94,moderate,intermediate,1,481319.75,balanced_short_term
64,85652.61,2360.23,0.0,228184.52,30587.21,high,intermediate,14,2869165.83,capital_preservation
60,77237.12,2151.54,19700.67,0.0,0.0,moderate,beginner,1,1170166.17,income_focus
31,111611.3,3252.4,7308.55,28876.58,35475.43,low,intermediate,3,1029514.28,capital_preservation
28,87870.47,3336.17,48611.57,283450.93,33532.36,moderate,intermediate,28,2128780.81,balanced_long_term
28,102979.4,6466.81,52684.3,0.0,39742.26,moderate,advanced,25,2117174.14,capital_preservation
36,67688.04,3654.74,24382.41,330718.05,0.0,low,intermediate,17,766462.28,income_focus
21,101901.61,2419.07,27196.96,221987.27,76401.86,low,beginner,10,1335315.66,income_focus
50,89315.5,4403.12,42921.53,42295.7,7655.06,high,beginner,20,407763.23,income_focus
40,96532.37,6164.1,5448.21,114103.22,118061.57,low,beginner,15,89083.25,capital_preservation
55,80164.07,4420.43,15505.87,201444.82,46736.57,moderate,beginner,27,141099.22,income_focus
69,111188.57,6046.65,13997.99,382493.62,36969.22,high,beginner,1,980495.76,capital_preservation
61,94925.33,4693.08,3087.51,26411.4,0.0,moderate,beginner,24,1869777.75,capital_preservation
28,68184.9,3746.78,33053.67,2532.57,0.0,high,intermediate,3,10000.0,balanced_short_term
35,47926.03,1743.48,0.0,82847.53,27566.93,moderate,advanced,9,486837.09,capital_preservation
29,18100.87,1432.99,32889.32,0.0,67403.32,moderate,advanced,13,713881.94,capital_preservation
65,65054.66,2078.41,4931.63,39478.34,20986.57,low,intermediate,28,1366358.78,capital_preservation
32,116375.95,5554.44,0.0,198104.56,21342.57,low,beginner,12,122641.23,capital_preservation
35,146193.15,7070.77,53278.27,100702.38,76501.13,low,beginner,13,879047.82,income_focus
29,135574.91,5780.55,6772.14,245624.29,43729.54,moderate,beginner,12,1785162.15,capital_preservation
49,212243.4,8290.94,56502.12,379043.71,7147.52,low,beginner,12,476084.03,income_focus
56,48680.66,3853.89,5773.49,149390.44,0.0,moderate,advanced,29,2614554.68,capital_preservation
22,104707.13,4323.69,32093.38,372186.34,28710.16,low,intermediate,21,10000.0,income_focus
